class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Mountain Pose,0.349143326,0.631537437,-0.038146187,0.999368608,0.332469881,0.62265569,-0.064097375,0.999384403,0.33183074,0.62009114,-0.064172797,0.999459863,0.331153244,0.617787719,-0.064236,0.999549687,0.332315147,0.622337461,-0.025336463,0.999371171,0.331809998,0.619502604,-0.025342023,0.999462008,0.331149638,0.616814554,-0.025383443,0.9995206,0.333526641,0.59413904,-0.140939236,0.998676777,0.331620574,0.593990922,0.035121091,0.999306202,0.360309571,0.620330572,-0.061385505,0.998562336,0.360954523,0.619958162,-0.009806008,0.99805516,0.38436684,0.56105125,-0.225706011,0.997470617,0.388632059,0.546080291,0.142210737,0.995795846,0.400525421,0.729743838,-0.339815795,0.978349268,0.403299898,0.707692146,0.204764932,0.344236881,0.367696464,0.906985044,-0.309036076,0.96946764,0.379217178,0.859608948,0.091394976,0.523693323,0.337677121,0.939207733,-0.364335179,0.96131438,0.345606953,0.86948204,0.098661155,0.562326074,0.326454699,0.927159309,-0.325551867,0.956087351,0.339352071,0.874569118,0.045270108,0.571904302,0.337805986,0.916650474,-0.295357972,0.940059721,0.350398779,0.875205219,0.066599682,0.580575526,0.624491096,0.389154583,-0.122437939,0.997977555,0.597446799,0.407058835,0.122869655,0.99725771,0.751791358,0.620134771,-0.114557467,0.971317887,0.720596015,0.619392097,0.121597841,0.320533037,0.849180877,0.821444869,-0.08002688,0.976875007,0.826685131,0.786700428,0.168597713,0.446385145,0.904786408,0.853284895,-0.082984962,0.963127971,0.861077785,0.827135801,0.170131892,0.479504079,0.811767101,0.925320387,-0.189763576,0.966618776,0.786678672,0.896005511,0.092394739,0.550681412
Mountain Pose,0.348618805,0.631082416,-0.042644504,0.999350667,0.332221597,0.622013748,-0.069310561,0.999371469,0.331586689,0.619442642,-0.069394611,0.999448061,0.33090964,0.617158592,-0.069474533,0.999542296,0.332054049,0.621768355,-0.030001745,0.999351561,0.331538498,0.618968129,-0.030001443,0.999441981,0.330872595,0.616331995,-0.030046826,0.999506533,0.333295107,0.593681931,-0.148135513,0.998656809,0.33137548,0.59365052,0.030590585,0.99928391,0.359707981,0.619858742,-0.0666425,0.99855125,0.360305339,0.619520724,-0.014298886,0.998034596,0.385305285,0.56098491,-0.235575363,0.997464061,0.388050139,0.547063529,0.137410775,0.995688975,0.400525808,0.728105605,-0.349655896,0.978562713,0.399290681,0.707989037,0.197511345,0.344944865,0.368281394,0.90586102,-0.328195572,0.9692204,0.375780463,0.859835625,0.088367619,0.525074244,0.338395774,0.937074959,-0.386584133,0.961084008,0.342816472,0.86970371,0.096327484,0.564971566,0.327517658,0.925068974,-0.348386079,0.955723464,0.33819136,0.874606073,0.041349471,0.574784935,0.338388711,0.914727867,-0.315195024,0.939446568,0.348563969,0.875241339,0.06295456,0.583790183,0.626088023,0.39381367,-0.12245854,0.998012424,0.5993945,0.411814213,0.122891471,0.99727881,0.7559551,0.620443046,-0.114928029,0.97130394,0.724297047,0.619384587,0.125193834,0.321559846,0.874286771,0.824706733,-0.081670336,0.976858139,0.828870416,0.803419232,0.168538362,0.446904182,0.911305249,0.855191827,-0.084446892,0.963015616,0.860506177,0.82932061,0.169539183,0.480391234,0.813916326,0.92470336,-0.198791608,0.966430902,0.788327456,0.899331093,0.092572108,0.551334798
Mountain Pose,0.348625839,0.627592981,-0.038559992,0.999326766,0.332216322,0.618670702,-0.064903244,0.999352992,0.331579268,0.616304636,-0.06497936,0.999430656,0.330899179,0.614215136,-0.065048456,0.999531567,0.332051396,0.618487358,-0.026061675,0.999323666,0.331534177,0.615909517,-0.026058996,0.999412835,0.330868751,0.613509893,-0.026103754,0.99948585,0.333294958,0.591579258,-0.143249214,0.998627305,0.331386715,0.591553032,0.034373142,0.999258578,0.35971573,0.616827011,-0.061915468,0.998527706,0.360316485,0.616634011,-0.010241022,0.997984946,0.385393381,0.557908058,-0.232640594,0.997464657,0.388426363,0.547011137,0.13880989,0.995547473,0.400188357,0.724592805,-0.347902894,0.978659689,0.397664994,0.707882345,0.198600367,0.344818652,0.368173838,0.90583396,-0.331474841,0.969001532,0.374738276,0.860121489,0.088833317,0.526736438,0.336629361,0.936985314,-0.39120543,0.960964441,0.339527488,0.869793475,0.096713975,0.567825198,0.326270163,0.924992979,-0.352787852,0.955454051,0.335322082,0.874687731,0.042502571,0.5776456,0.337559551,0.914601326,-0.318630099,0.939173102,0.346147299,0.875352681,0.064148739,0.586706281,0.630861461,0.398782164,-0.123950504,0.998074412,0.604635656,0.416132301,0.124388412,0.99732852,0.769009471,0.628499269,-0.115722872,0.971430719,0.738267183,0.627400935,0.125286222,0.324440539,0.894071102,0.828606188,-0.08615087,0.976682186,0.846187294,0.821809828,0.167699456,0.443497211,0.923921704,0.860667229,-0.09001296,0.962671578,0.877645493,0.840980828,0.168805361,0.47641784,0.822548747,0.926363111,-0.200863317,0.965888143,0.806519389,0.909800172,0.086504117,0.546256185
Mountain Pose,0.348540813,0.626113474,-0.033280354,0.99931258,0.332220167,0.617286146,-0.060896404,0.999340832,0.33158192,0.614999771,-0.061007731,0.999419093,0.33090204,0.613016307,-0.061125308,0.999526858,0.332071245,0.617062449,-0.021239296,0.999307871,0.331578195,0.614540935,-0.02121697,0.999395728,0.330955327,0.61222297,-0.021256302,0.999474823,0.333325922,0.590774596,-0.142102689,0.99860841,0.331523389,0.590755105,0.038769536,0.999245286,0.359613121,0.615471423,-0.057729024,0.998522103,0.360273927,0.61535567,-0.004882629,0.997959375,0.385233909,0.556708336,-0.229288965,0.997512877,0.389579445,0.547150791,0.1495132,0.995482981,0.395955503,0.724164009,-0.34266147,0.97879535,0.397790462,0.707744837,0.212014645,0.343495339,0.367233932,0.905845642,-0.326540649,0.968596458,0.379056931,0.858652055,0.110253289,0.522866786,0.333197504,0.937128186,-0.38544485,0.960673094,0.339594543,0.869031787,0.119461261,0.564537346,0.323245376,0.925414622,-0.346436113,0.955018401,0.335386097,0.873761535,0.063440755,0.574658453,0.335535586,0.914725602,-0.313378751,0.938630044,0.346734107,0.874143958,0.084167056,0.584232748,0.631171405,0.400625765,-0.124897793,0.998148382,0.60548836,0.423524916,0.125361636,0.997376859,0.768937886,0.629702508,-0.130205199,0.971305072,0.733042061,0.629705787,0.128775135,0.321191311,0.895049393,0.838168979,-0.12816754,0.976176679,0.843039632,0.833990872,0.167763025,0.434448242,0.9227494,0.871457875,-0.133233011,0.961994588,0.874155343,0.85315603,0.16868645,0.468952507,0.821458638,0.929034173,-0.241831228,0.965161085,0.802898586,0.9172979,0.089171365,0.538428009
Mountain Pose,0.348087668,0.626260459,-0.018143013,0.999291301,0.332084566,0.617401361,-0.046839334,0.999317825,0.331474423,0.615074694,-0.046957906,0.999399722,0.330828398,0.61306262,-0.047079794,0.999515653,0.332011282,0.617168665,-0.005866874,0.999283493,0.33155933,0.614602387,-0.005848729,0.999372602,0.33095929,0.612242877,-0.005907199,0.999459445,0.333507925,0.590735555,-0.130405575,0.99857235,0.331738263,0.590568841,0.05548764,0.999226987,0.359299451,0.615575254,-0.043087073,0.998475909,0.360121071,0.615521073,0.011334582,0.997885108,0.385259092,0.556732118,-0.224297568,0.997556686,0.39097482,0.547732592,0.170326367,0.995513082,0.395973861,0.724617779,-0.34067893,0.978844702,0.40025562,0.70772934,0.237813711,0.342995465,0.366998732,0.905871451,-0.321103752,0.968765557,0.390094429,0.85268718,0.141356483,0.519265473,0.331709445,0.937095404,-0.379136026,0.961079836,0.35383901,0.868354857,0.153274849,0.559911072,0.322369218,0.925398827,-0.340563655,0.955402553,0.341201007,0.868218362,0.098345146,0.570257246,0.335002601,0.914488018,-0.30802682,0.939083695,0.358238697,0.869565964,0.116004631,0.580244184,0.630827308,0.399436891,-0.125108346,0.998191953,0.605700672,0.421459556,0.125578195,0.997418284,0.766702771,0.629385531,-0.130632281,0.971091032,0.732124627,0.629247129,0.125494421,0.319090337,0.891141117,0.843242288,-0.126679003,0.975381136,0.844585299,0.834501565,0.152502418,0.426626951,0.919441402,0.881550014,-0.131458253,0.960787237,0.875419497,0.854627192,0.152174771,0.4615255,0.818611801,0.928728282,-0.239790827,0.964117408,0.802708268,0.90305537,0.071910247,0.531015396
Mountain Pose,0.348333508,0.627014518,-0.016742773,0.999264956,0.332380831,0.617687166,-0.045257337,0.999295056,0.331750095,0.615257144,-0.045373701,0.999380291,0.331086993,0.61316371,-0.045497324,0.999504685,0.332377881,0.617454231,-0.004616368,0.999257624,0.331957579,0.614782512,-0.004598905,0.999347866,0.331393898,0.612341225,-0.004656498,0.999441385,0.334201515,0.590702832,-0.128777504,0.998527944,0.332421422,0.590517998,0.055687129,0.999202073,0.359509051,0.616170883,-0.041708197,0.998428941,0.36036396,0.616152108,0.01224452,0.997796237,0.386823595,0.556599915,-0.223846048,0.997579634,0.39255625,0.547347784,0.168853834,0.995457351,0.396068841,0.724747956,-0.337420523,0.978824139,0.401430666,0.707286716,0.232828528,0.340157896,0.366959542,0.905844986,-0.318246394,0.968659341,0.390999734,0.852212071,0.133956119,0.512429178,0.331083,0.937114537,-0.375889421,0.96114707,0.355027616,0.869145453,0.144777328,0.552728891,0.321871758,0.925573707,-0.337537944,0.955435395,0.345179647,0.867978871,0.090695724,0.563196659,0.334799945,0.914507151,-0.305216879,0.939127028,0.36022979,0.869107008,0.10885521,0.573934436,0.631630242,0.398453712,-0.125203833,0.998241305,0.606645882,0.419885546,0.125675753,0.997461677,0.768529296,0.630384207,-0.130618572,0.97112751,0.732494533,0.628496706,0.123969778,0.316420734,0.89521873,0.847397447,-0.126016229,0.975046575,0.847772002,0.833830893,0.148827374,0.419701129,0.922725677,0.88814199,-0.130613729,0.960151911,0.878840923,0.854456127,0.148437575,0.455218196,0.817364216,0.928158402,-0.23837021,0.96350491,0.798834026,0.894393325,0.068731651,0.524287105
Mountain Pose,0.348292291,0.627050281,-0.017321223,0.999228537,0.332381397,0.617441356,-0.046036948,0.999265254,0.331752986,0.614968061,-0.046156399,0.999356985,0.331094354,0.61286515,-0.046283506,0.999490261,0.332379997,0.617230237,-0.00579865,0.999223292,0.33196032,0.614511192,-0.005780161,0.999315917,0.331406295,0.612042665,-0.005840306,0.999416471,0.334652752,0.590313673,-0.129920125,0.998479426,0.332670212,0.589897692,0.051461197,0.999169946,0.35941273,0.6161412,-0.042435985,0.998369038,0.360286117,0.616123199,0.011029134,0.997688532,0.387831092,0.556567729,-0.223063499,0.997577429,0.392523766,0.547224224,0.164693534,0.995341837,0.397172034,0.725855589,-0.335915148,0.978890777,0.401638031,0.70686543,0.230293393,0.338065624,0.367003649,0.90586108,-0.31677717,0.968720794,0.390488803,0.851331711,0.132955819,0.506543934,0.331228167,0.937132061,-0.37378481,0.961386085,0.355410844,0.863178492,0.145212367,0.546725869,0.321956217,0.925781369,-0.334427655,0.955655277,0.347242057,0.866070926,0.091130562,0.557264268,0.334945053,0.914663494,-0.3033005,0.939441323,0.360511243,0.868046939,0.10831587,0.568575859,0.631941736,0.398075968,-0.124066159,0.998262942,0.606488466,0.418748766,0.124536477,0.997469366,0.767240167,0.630006015,-0.128317341,0.970912874,0.731098115,0.626497149,0.121094927,0.313335717,0.892731845,0.847811401,-0.121695936,0.974469662,0.848352313,0.833565533,0.146222025,0.414425343,0.920616746,0.887135148,-0.125813037,0.959094346,0.878833592,0.852309346,0.145938605,0.44999525,0.819464982,0.926488221,-0.229338318,0.962426245,0.806696713,0.898109674,0.06762258,0.518739402
Mountain Pose,0.348517418,0.627138317,-0.014412882,0.999201596,0.332803398,0.617542505,-0.043410171,0.999239147,0.332143843,0.615091622,-0.043524422,0.999335051,0.331454456,0.613020062,-0.043638982,0.999476016,0.332825959,0.617307007,-0.003389142,0.999195039,0.332390964,0.614586413,-0.003375727,0.999290407,0.331826895,0.612128675,-0.003442201,0.999397337,0.335055768,0.590433896,-0.128301561,0.998430669,0.333049089,0.589917898,0.052679688,0.999142766,0.359475076,0.616205871,-0.039790355,0.998326659,0.360344648,0.61616683,0.01340887,0.997609615,0.388780057,0.556714296,-0.220928743,0.997585952,0.392470777,0.54719609,0.165264055,0.995314956,0.397324294,0.727650762,-0.331128895,0.978806794,0.401682436,0.706819177,0.230354831,0.334835917,0.366719276,0.905946493,-0.313327491,0.968726337,0.390153915,0.851034403,0.134487659,0.502519488,0.331226289,0.937146723,-0.370298147,0.961606026,0.357417762,0.860549271,0.146738008,0.54279238,0.321993321,0.925814271,-0.330655307,0.955892444,0.350337595,0.864852846,0.091927074,0.55337888,0.335005283,0.914675832,-0.299660832,0.939780712,0.364363134,0.867166579,0.109659374,0.56501919,0.632688999,0.397516906,-0.124132536,0.998297513,0.606518865,0.418004632,0.124600455,0.997501552,0.766599655,0.631158173,-0.128094047,0.971300006,0.730847716,0.626398087,0.121302485,0.31362009,0.892724037,0.847996414,-0.120952114,0.974541664,0.848635197,0.83287406,0.147482559,0.412831366,0.919657886,0.886380255,-0.12497481,0.959012091,0.87970674,0.852252364,0.147302985,0.448261023,0.820617378,0.925728261,-0.226940006,0.962395489,0.809436142,0.901867747,0.069869086,0.517773449
Mountain Pose,0.348831475,0.626746774,-0.029614916,0.999126673,0.333157331,0.616894305,-0.05912124,0.999169886,0.332528979,0.614404738,-0.05923301,0.999278903,0.331896633,0.612306058,-0.059356846,0.999433875,0.333231241,0.616711855,-0.018327307,0.999117196,0.332840532,0.61399281,-0.018320344,0.999222338,0.332334191,0.611549675,-0.018384328,0.999339998,0.336097062,0.58968538,-0.145022452,0.99831295,0.33373946,0.589277387,0.039484404,0.999072075,0.359927833,0.615612626,-0.055411734,0.998214245,0.360848755,0.615689099,-0.00119297,0.997437119,0.391030103,0.555956781,-0.236542746,0.997556746,0.392525822,0.547086,0.154431865,0.995232821,0.39914,0.728092074,-0.345740378,0.97878474,0.401690781,0.707194984,0.222363025,0.333189875,0.366726458,0.905278802,-0.332293451,0.968601525,0.389970362,0.851151049,0.132139489,0.500384808,0.331244439,0.936367989,-0.392050773,0.961621642,0.35263899,0.86094749,0.145367116,0.541020274,0.321735799,0.925570309,-0.353375047,0.955870926,0.348075092,0.864979565,0.089827493,0.551568389,0.334950864,0.914308846,-0.319312096,0.939697862,0.36383152,0.867274106,0.106565729,0.563565969,0.636441827,0.398458779,-0.124728724,0.998311758,0.608781278,0.419005424,0.125204071,0.997511029,0.76975739,0.633987784,-0.127624467,0.971105695,0.731359899,0.62641865,0.123653486,0.311433107,0.893324256,0.853940666,-0.117062941,0.974424779,0.847715974,0.833531141,0.156518608,0.409985423,0.92013514,0.892809272,-0.120740786,0.958815157,0.878306746,0.85277468,0.15702644,0.444951028,0.820172191,0.925766706,-0.225125834,0.961905062,0.807863593,0.907244086,0.076978698,0.513590395
Mountain Pose,0.348968178,0.62694335,-0.032079861,0.999100327,0.333452195,0.616938174,-0.061353188,0.999144733,0.332855999,0.614450157,-0.061464466,0.999259353,0.332275003,0.612345636,-0.061587531,0.999419451,0.333596438,0.616750479,-0.020600162,0.999085188,0.333252728,0.61403662,-0.020589707,0.999194443,0.332809091,0.611591935,-0.020642232,0.999317408,0.337251186,0.589689255,-0.146493256,0.998278677,0.334675848,0.589235365,0.037974335,0.99904722,0.360066235,0.616008997,-0.057784725,0.998177826,0.361023992,0.616099477,-0.003530824,0.997374058,0.393619299,0.556612849,-0.236226156,0.997572184,0.392669946,0.547071815,0.149929941,0.995203197,0.399550498,0.729327798,-0.345031559,0.978888929,0.401307642,0.707225084,0.209622145,0.332827836,0.366903126,0.905547738,-0.33173424,0.968611002,0.389601707,0.851227701,0.113308474,0.499294609,0.331394315,0.93653065,-0.391875744,0.96177429,0.34824869,0.861495912,0.124188796,0.539986134,0.322290003,0.926137328,-0.353155762,0.955973804,0.345540643,0.867640138,0.067995474,0.550618768,0.33627528,0.914555669,-0.318815589,0.939832807,0.363528103,0.868303001,0.087456554,0.563313961,0.637141645,0.399333894,-0.124490999,0.998356998,0.610622168,0.418563008,0.124973729,0.997567296,0.77031517,0.63359195,-0.123589516,0.971374452,0.733621657,0.626027524,0.123635031,0.312911779,0.892666817,0.851585805,-0.108484909,0.974505186,0.851285279,0.8333956,0.156559244,0.410702735,0.922462285,0.885021448,-0.112027511,0.95868063,0.881732583,0.851985753,0.157045126,0.445166111,0.822357297,0.923089683,-0.219124526,0.961686134,0.805654168,0.894644082,0.076648928,0.512814939
Mountain Pose,0.348859966,0.626628458,-0.02852948,0.999063551,0.333280891,0.616243005,-0.058054794,0.999108911,0.33269453,0.61376071,-0.058173347,0.99922955,0.332130432,0.611667573,-0.058314335,0.999399662,0.333479375,0.61606431,-0.016600739,0.999041915,0.333168536,0.613351941,-0.016580025,0.999154925,0.332749188,0.610884368,-0.016626827,0.999285996,0.337256014,0.588849485,-0.143465787,0.99821049,0.334699929,0.588362515,0.044228259,0.999005616,0.360048115,0.616026878,-0.054150116,0.998096585,0.361026496,0.61611551,0.000940792,0.997229934,0.393623799,0.556034088,-0.235766053,0.997574091,0.394008815,0.547059059,0.157778233,0.995095313,0.399551958,0.729364634,-0.342609763,0.978674591,0.402715772,0.707117677,0.217926666,0.32840389,0.366178691,0.905537248,-0.330093861,0.968309879,0.389420539,0.851239562,0.124826096,0.491651624,0.329973131,0.936552644,-0.389327824,0.96161592,0.349267423,0.860544622,0.13627854,0.532170177,0.321175486,0.926248789,-0.351373613,0.955759287,0.345525205,0.867469013,0.081777185,0.542992234,0.335244179,0.914575517,-0.317263961,0.939636707,0.363157183,0.868312061,0.099566646,0.556245148,0.63684088,0.399066001,-0.12477982,0.998369992,0.610538125,0.419038326,0.12528123,0.997571111,0.770746708,0.633664906,-0.124640927,0.971025586,0.733986974,0.626162708,0.121335827,0.310025662,0.89345789,0.851299882,-0.109992765,0.973395824,0.852848828,0.834735572,0.149093688,0.402602583,0.922411084,0.885122895,-0.113086149,0.956858635,0.883750439,0.854401052,0.149220437,0.436668009,0.824650586,0.923455298,-0.219225556,0.960031986,0.801696897,0.891409874,0.067728929,0.503926337
Mountain Pose,0.345012486,0.62125802,-0.043567777,0.99901402,0.328559518,0.606837869,-0.07336162,0.999058604,0.328242362,0.604310095,-0.073468328,0.999186039,0.327890843,0.601963878,-0.073589385,0.99936384,0.328680217,0.606431961,-0.03125941,0.998990357,0.328564286,0.60358721,-0.031250693,0.999111354,0.328302145,0.600730121,-0.031295113,0.999249697,0.335222661,0.579404175,-0.156363159,0.99812454,0.332554996,0.577935576,0.034306489,0.998972774,0.357281297,0.612629533,-0.068386242,0.998016119,0.358774841,0.612751842,-0.012287728,0.997142911,0.39350307,0.554490924,-0.244117901,0.99754411,0.394478977,0.546839774,0.149553865,0.994994462,0.397369564,0.723646939,-0.35185352,0.978767931,0.402570575,0.706727028,0.210924745,0.330718368,0.360683292,0.903486609,-0.341409892,0.968179703,0.386677772,0.851288855,0.116286024,0.492020696,0.32419908,0.933970273,-0.40231663,0.96146214,0.350298673,0.860672593,0.128589556,0.531290233,0.315210491,0.924080908,-0.363446414,0.955486655,0.345567018,0.867731452,0.072121017,0.542391002,0.328346312,0.913542092,-0.328548014,0.939254642,0.360999525,0.868588686,0.090352647,0.556272864,0.636732697,0.399071306,-0.124816798,0.998397887,0.610435605,0.421973884,0.125318006,0.997612417,0.770542622,0.634059906,-0.124744475,0.970953047,0.733818889,0.627488792,0.121447407,0.308387965,0.893081307,0.850676596,-0.110090636,0.972957313,0.852200866,0.834899545,0.152041063,0.399167508,0.921863914,0.884752691,-0.113366902,0.955994606,0.883658051,0.854879916,0.152567059,0.435010999,0.824506879,0.922494709,-0.220134377,0.959164739,0.797926724,0.890595376,0.06886296,0.500101805
Mountain Pose,0.344751388,0.617796719,-0.045443647,0.999025404,0.328036815,0.60438025,-0.07428994,0.999071956,0.327612221,0.601972878,-0.074388161,0.999196172,0.327143848,0.599658251,-0.074501589,0.999372482,0.328222364,0.603783011,-0.033210658,0.999002874,0.32806018,0.600946188,-0.03320428,0.999121428,0.327759922,0.597987831,-0.033236898,0.999259531,0.33386752,0.57680279,-0.15540269,0.998154044,0.331584275,0.574762702,0.030961573,0.998987854,0.357059896,0.609717906,-0.069692597,0.998057187,0.358548224,0.609352171,-0.014950559,0.997210264,0.393481433,0.555075645,-0.243035048,0.997573733,0.394982278,0.544209361,0.145357162,0.994973838,0.396100461,0.723891377,-0.350724399,0.979071975,0.402252972,0.706568301,0.202009127,0.330512196,0.358524233,0.9031654,-0.336564392,0.968357503,0.384861588,0.85197717,0.101292238,0.488262117,0.320570678,0.933999717,-0.396941483,0.961585402,0.350078523,0.862855911,0.113005996,0.527189374,0.312109679,0.924133003,-0.357543409,0.955555916,0.344525725,0.870286167,0.055416413,0.538273096,0.325446784,0.913652062,-0.323485464,0.939360797,0.360171109,0.870340168,0.0750058,0.552925944,0.636787474,0.401401937,-0.124836408,0.998428881,0.610243678,0.421590835,0.125335127,0.997638524,0.770072103,0.634627342,-0.124653563,0.971249282,0.733755767,0.627455711,0.123063542,0.307521224,0.892569244,0.849414527,-0.105454326,0.973024547,0.84887439,0.834744096,0.163108468,0.401253045,0.921682,0.883242249,-0.108671702,0.955653727,0.879685879,0.854283333,0.164392889,0.437667459,0.824235916,0.922476411,-0.216698855,0.958857119,0.800435245,0.903119385,0.079703651,0.502048373
Mountain Pose,0.343886554,0.618250489,-0.047891226,0.999054015,0.32705617,0.605270803,-0.077160746,0.999099135,0.32656157,0.602840364,-0.07726068,0.999218941,0.326022506,0.600532949,-0.077374302,0.999390185,0.327265978,0.604764104,-0.036301978,0.99903065,0.327034086,0.601941526,-0.036295474,0.999146521,0.326664954,0.599037111,-0.03633447,0.999281883,0.332212061,0.577412367,-0.159159273,0.998209357,0.330032885,0.575761437,0.02589702,0.999023736,0.356053621,0.60999161,-0.072320573,0.998128355,0.357563317,0.609662771,-0.01792377,0.997318268,0.39256683,0.555594027,-0.245841116,0.997633636,0.393702656,0.544184685,0.139471948,0.995060205,0.394745857,0.724007666,-0.351630449,0.979366302,0.398202568,0.707512438,0.196612388,0.332462996,0.358198941,0.903186262,-0.335846066,0.968587577,0.382503718,0.854451716,0.098047212,0.489752412,0.32147336,0.934072733,-0.396428525,0.961835861,0.349880129,0.869259655,0.109066725,0.527485549,0.312632918,0.924598813,-0.356762141,0.955787897,0.344005287,0.875432789,0.051090442,0.538450003,0.325713456,0.914216995,-0.322649181,0.93966043,0.358922273,0.873717606,0.071712881,0.55376482,0.636627793,0.404440045,-0.124649212,0.998500586,0.609928966,0.423226863,0.125139192,0.997716665,0.770717263,0.63660109,-0.124653161,0.971645594,0.732239962,0.627574503,0.130396634,0.308925122,0.892465293,0.849585295,-0.107813224,0.973585904,0.835258007,0.807739019,0.174467564,0.40662095,0.923923969,0.882570565,-0.111910224,0.956275344,0.875118375,0.854216695,0.176192477,0.443151116,0.824606597,0.922421694,-0.220775634,0.959415317,0.800867856,0.91206944,0.09777765,0.507502496
Mountain Pose,0.341487199,0.618333817,-0.050596457,0.999029934,0.324439675,0.605810583,-0.079809383,0.999075592,0.323852628,0.603353322,-0.07990969,0.999198079,0.323247015,0.601038337,-0.080023497,0.999374092,0.32460767,0.605404019,-0.039248485,0.999002278,0.324270576,0.602600873,-0.03925097,0.999122739,0.323825806,0.599738002,-0.03930689,0.999264657,0.328614742,0.577793419,-0.16180636,0.99816978,0.326617539,0.576415241,0.021911856,0.999007285,0.353352964,0.609888494,-0.074955329,0.998091102,0.354989022,0.609664083,-0.020941421,0.997255266,0.387505203,0.554103851,-0.248973891,0.997586548,0.391826898,0.544320524,0.135734722,0.994935811,0.391099036,0.723368466,-0.354205787,0.97897768,0.396012127,0.710926175,0.193578869,0.330457211,0.356625915,0.903204322,-0.339004576,0.967939794,0.376504481,0.863021314,0.09939339,0.485766798,0.320879221,0.934398532,-0.398288012,0.961191893,0.349335372,0.877027869,0.110555634,0.522462249,0.311636001,0.925507545,-0.35819754,0.955002248,0.343159974,0.882550418,0.053557765,0.533189178,0.325044483,0.915131032,-0.325505733,0.938740313,0.35414958,0.88107127,0.073410645,0.549171031,0.635949612,0.404742658,-0.124515809,0.998519421,0.609451473,0.424372345,0.124995828,0.997716725,0.769398868,0.636620283,-0.124690399,0.971573293,0.731799483,0.628569901,0.130030721,0.308444411,0.892283142,0.850025952,-0.107894145,0.973373652,0.836567044,0.825483143,0.172260255,0.405525118,0.923442185,0.882746756,-0.111828409,0.955556154,0.875031352,0.856476724,0.173594952,0.441916645,0.822838664,0.922113955,-0.21977751,0.958788037,0.80289793,0.919676006,0.094637036,0.50620693
Mountain Pose,0.341182113,0.616468072,-0.048029337,0.998992264,0.323847234,0.605462074,-0.077160791,0.999039173,0.323169082,0.603078604,-0.077260502,0.999165177,0.322470516,0.600869715,-0.077372923,0.999349475,0.323929578,0.605142891,-0.036633708,0.998960376,0.32347092,0.602439106,-0.036635101,0.999086857,0.322900712,0.599702716,-0.036691912,0.999236941,0.327094376,0.577804923,-0.159649923,0.998103321,0.324964076,0.576231599,0.023887349,0.99897325,0.352724522,0.607577682,-0.072568402,0.998034537,0.354218662,0.607385993,-0.018618662,0.99714613,0.385463148,0.550225973,-0.248951167,0.997542381,0.390504062,0.542551458,0.137571856,0.994818747,0.389715612,0.720699489,-0.353435248,0.978417993,0.395886421,0.710445166,0.196059078,0.328259528,0.356644303,0.902352631,-0.339184821,0.966946602,0.376643121,0.862603962,0.104157314,0.481309712,0.321201056,0.934265256,-0.397871971,0.960197389,0.349766374,0.878326058,0.116011001,0.516732275,0.31208086,0.925579667,-0.358031034,0.953867912,0.34352237,0.883735955,0.059629351,0.527226686,0.325184584,0.91517657,-0.325714916,0.937391818,0.354175657,0.881348372,0.078296468,0.543558657,0.635674357,0.404688716,-0.124820903,0.998532236,0.608911991,0.424172848,0.125288442,0.997709572,0.768150449,0.636489213,-0.127109438,0.971150994,0.72948575,0.628514349,0.129789263,0.305996984,0.890853524,0.849951148,-0.112564385,0.972833574,0.836635292,0.832236111,0.172054246,0.400895804,0.923229992,0.882438898,-0.116428241,0.954590738,0.874508739,0.857494414,0.173290089,0.438695699,0.82279861,0.92207104,-0.223766923,0.957811236,0.803307056,0.922046244,0.093369342,0.501752257
